Unified_Screen_ID,Legacy_Screen_ID,Module,Group,Arabic_Name,English_Name,Application,Priority,Purpose,Tabs_Areas,Key_Fields,Grid_Columns,Actions,Workflow,Permissions,Related_Tables,Benchmark_Refs,P1_W3_Screen_ID,P1_W3_Contract_Status,Disposition,Decision_Required,Notes
U-SCR-086,TRV-002,TRV,السفريات والحجز والتذاكر,خطوط السفر,Passenger Routes,ويب الإدارة (Admin Web),P1,تعريف الخط واتجاهه والمحطات المرتبة.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-002.View | TRV-002.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-087,TRV-003,TRV,السفريات والحجز والتذاكر,المقاطع بين المحطات,Route Segments,ويب الإدارة (Admin Web),P1,المسافة والوقت والسعر بين كل محطتين.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-003.View | TRV-003.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-088,TRV-004,TRV,السفريات والحجز والتذاكر,الجداول الزمنية,Schedules,ويب الإدارة (Admin Web),P1,إنشاء جداول الرحلات وأيام التشغيل والحالة.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-004.View | TRV-004.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-089,TRV-005,TRV,السفريات والحجز والتذاكر,نسخ/قوالب الجداول,Schedule Templates,ويب الإدارة (Admin Web),P1,قوالب متكررة للجداول اليومية/الأسبوعية.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-005.View | TRV-005.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-090,TRV-006,TRV,السفريات والحجز والتذاكر,أنواع الحافلات/مخططات المقاعد,Vehicle Profiles & Seat Maps,ويب الإدارة (Admin Web),P1,تعريف سعة الحافلة وشكل المقاعد والمرافق.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-006.View | TRV-006.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-091,TRV-007,TRV,السفريات والحجز والتذاكر,مصمم مخطط المقاعد,Seat Map Designer,ويب الإدارة (Admin Web),P1,تصميم الأقسام والمقاعد والممرات والمرافق والفئات.,المخطط (Layout) | الأقسام (Sections) | المقاعد (Seats) | المرافق (Facilities) | الفئات (Seat Classes) | الرسوم (Seat Fees),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-007.View | TRV-007.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-092,TRV-008,TRV,السفريات والحجز والتذاكر,الرحلة التشغيلية,Passenger Trip / Manifest,ويب الإدارة (Admin Web),P1,رحلة بتاريخ محدد مشتقة من الجدول مع الحافلة والسائق والركاب.,نظرة عامة (Overview) | التعليقات (Comments) | الإشعارات (Notifications) | الاستثناءات (Exceptions) | خريطة المقاعد (Seat Map) | الركاب (Passengers) | التدقيق (Audit Trail),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-008.View | TRV-008.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-093,TRV-009,TRV,السفريات والحجز والتذاكر,مانيفست الركاب,Passenger Manifest,ويب الإدارة (Admin Web),P1,قائمة الركاب محطة بمحطة وحالة الصعود/النزول.,نظرة عامة (Overview) | التعليقات (Comments) | الإشعارات (Notifications) | الاستثناءات (Exceptions) | خريطة المقاعد (Seat Map) | الركاب (Passengers) | التدقيق (Audit Trail),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-009.View | TRV-009.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-094,TRV-010,TRV,السفريات والحجز والتذاكر,نظرة الأيام القادمة,Trip Outlook,ويب الإدارة (Admin Web),P1,رؤية السعة والحجز والحالات لرحلات الأيام القادمة.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-010.View | TRV-010.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-095,TRV-011,TRV,السفريات والحجز والتذاكر,البحث عن رحلة,Trip Search,ويب الإدارة (Admin Web),P1,البحث من/إلى/تاريخ/ركاب وإظهار الخيارات.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-011.View | TRV-011.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-096,TRV-012,TRV,السفريات والحجز والتذاكر,اختيار الرحلة والتعرفة,Schedule & Fare Selection,ويب الإدارة (Admin Web),P1,اختيار موعد السفر وفئة السعر والمنتج.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-012.View | TRV-012.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-097,TRV-013,TRV,السفريات والحجز والتذاكر,اختيار المقعد,Seat Selection,ويب الإدارة (Admin Web),P1,اختيار المقعد من مخطط حي مع Hold مؤقت.,المخطط (Layout) | الأقسام (Sections) | المقاعد (Seats) | المرافق (Facilities) | الفئات (Seat Classes) | الرسوم (Seat Fees),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-013.View | TRV-013.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-098,TRV-014,TRV,السفريات والحجز والتذاكر,بيانات المسافر,Passenger Details,ويب الإدارة (Admin Web),P1,إدخال بيانات المسافر والهوية والطلبات الخاصة.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-014.View | TRV-014.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-099,TRV-015,TRV,السفريات والحجز والتذاكر,سلة الحجز,Booking Cart,ويب الإدارة (Admin Web),P1,تلخيص التذاكر والإضافات والرسوم قبل الدفع.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-015.View | TRV-015.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-100,TRV-016,TRV,السفريات والحجز والتذاكر,الدفع وإصدار التذكرة,Payment & Ticket Issuance,ويب الإدارة (Admin Web),P1,تحصيل المبلغ وإصدار رقم التذكرة/QR.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-016.View | TRV-016.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-101,TRV-017,TRV,السفريات والحجز والتذاكر,تفاصيل الحجز,Booking Details,ويب الإدارة (Admin Web),P1,عرض الحجز والتذاكر والمسافرين والمدفوعات.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-017.View | TRV-017.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-102,TRV-018,TRV,السفريات والحجز والتذاكر,تفاصيل التذكرة,Ticket Details,ويب الإدارة (Admin Web),P1,حالة التذكرة ومقعدها ورحلتها وإجراءات ما بعد البيع.,البيانات (General) | التفاصيل (Details) | السياسات/القواعد (Rules) | التدقيق (Audit),رقم/رمز (Code/No) | الخط (Route) | من (Origin) | إلى (Destination) | التاريخ (Date) | وقت المغادرة (Departure) | وقت الوصول (Arrival) | الحافلة (Vehicle) | السائق (Driver) | المسافر (Passenger) | نوع التعرفة (Fare Type) | المقعد (Seat) | السعر (Price) | الحالة (Status),المسافر/التذكرة (Passenger/Ticket) | المقعد (Seat) | من (From) | إلى (To) | الحالة (Status) | الصعود (Boarding),بحث (Search) | حجز (Book) | Hold مقعد (Hold Seat) | دفع (Pay) | إصدار (Issue) | تغيير (Change) | نقل (Move) | إلغاء (Cancel) | استرداد (Refund) | Check-in | Redeem | No-show,Schedule Planned → Published → Booking Hold → Confirmed/Paid → Issued → Checked-in/Redeemed → Travel Completed; exceptions: Changed/Moved/Cancelled/Refunded/No-show,TRV-018.View | TRV-018.Act,PassengerRoutes | PassengerRouteStops | PassengerSchedules | PassengerTrips | SeatMaps | Seats | Bookings | BookingPassengers | Tickets | TicketMovements | TicketRefunds | PassengerManifests | PassengerManifestItems | TicketOfficeShifts,"R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
