Unified_Table_ID,Legacy_Table_ID,Table_Code,Arabic_Name,Module,Purpose,PK,FKs,Core_Columns,Constraints_Indexes,Source_Status,P1_W1_Contract_ID,Disposition,Decision_Required,Notes
U-TBL-055,55,TicketSequences,دفاتر/تسلسلات التذاكر,TRV,عهد تسلسلات التذاكر اليدوية,TicketSequenceId,"UserId,ServicePointId",Series varchar(30); StartNo bigint; EndNo bigint; NextNo bigint; AssignedUserId bigint; ServicePointId bigint; AssignedAt datetime; Status varchar(20),"UQ(Series,StartNo,EndNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-056,56,ManualTicketSales,المبيعات اليدوية,TRV,تسجيل تذاكر مباعة خارج النظام/داخل الحافلة,ManualTicketSaleId,"TicketSequenceId,PassengerTripId,UserId","TicketSequenceId bigint; PassengerTripId bigint; TicketNo varchar(50); Price decimal(18,2); CurrencyId bigint; SoldAt datetime; SaleType varchar(20); ShiftId bigint",UQ(TicketNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-057,57,TicketOfficeShifts,ورديات شباك التذاكر,TRV,وردية المستخدم في نقطة البيع,TicketOfficeShiftId,"UserId,ServicePointId","ShiftNo varchar(40); UserId bigint; ServicePointId bigint; OpenedAt datetime; ClosedAt datetime; OpeningFloat decimal(18,2); ExpectedCash decimal(18,2); DepositedCash decimal(18,2); Variance decimal(18,2); Status varchar(20)",UQ(ShiftNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-058,58,PassengerBaggage,أمتعة الركاب,TRV,الأمتعة والرسوم والملصقات,PassengerBaggageId,TicketId,"TicketId bigint; TagNo varchar(50); BaggageType varchar(30); Weight decimal(18,3); FeeAmount decimal(18,2); Status varchar(20)",UQ(TagNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-059,59,PassengerNotifications,إشعارات الركاب,TRV,إشعارات مرتبطة بالحجز والرحلة,PassengerNotificationId,"BookingId,PassengerTripId",NotificationType varchar(30); Channel varchar(20); Recipient varchar(200); TemplateId bigint; SentAt datetime; DeliveryStatus varchar(20),"IDX(PassengerTripId,SentAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-060,60,Vehicles,المركبات,FLT,ملف المركبة,VehicleId,"VehicleTypeId,BranchId","PlateNo varchar(40); VehicleTypeId bigint; BranchId bigint; Make varchar(100); Model varchar(100); Year int; Vin varchar(100); WeightCapacity decimal(18,3); VolumeCapacity decimal(18,3); SeatCapacity int; Status varchar(20)",UQ(PlateNo); UQ(Vin nullable),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-061,61,Drivers,السائقون,FLT,ملف السائق,DriverId,"UserId,BranchId",UserId bigint; DriverNo varchar(40); Name varchar(250); Mobile varchar(40); LicenseNo varchar(100); LicenseExpiry date; DriverType varchar(20); Status varchar(20),UQ(DriverNo); UQ(LicenseNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-062,62,DriverVehicleAssignments,تعيين السائق للمركبة,FLT,ربط السائق والمركبة,DriverVehicleAssignmentId,"DriverId,VehicleId",DriverId bigint; VehicleId bigint; FromDate datetime; ToDate datetime; AssignmentType varchar(20); Status varchar(20),Prevent overlapping active assignments where required,LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-063,63,VehicleInspections,فحوصات المركبة,MNT,نتيجة فحص دوري/قبل الرحلة,VehicleInspectionId,"VehicleId,DriverId","InspectionType varchar(30); VehicleId bigint; DriverId bigint; Odometer decimal(18,1); EngineHours decimal(18,1); Latitude decimal(10,7); Longitude decimal(10,7); Result varchar(20); SubmittedAt datetime","IDX(VehicleId,SubmittedAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-064,64,MaintenanceRequests,طلبات الصيانة,MNT,طلب صيانة من عطل/فحص/تنبيه,MaintenanceRequestId,VehicleId,SourceType varchar(30); SourceId bigint; VehicleId bigint; Priority varchar(20); Reason varchar(500); RequestedAt datetime; Status varchar(20),"IDX(VehicleId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-065,65,WorkOrders,أوامر العمل,MNT,أمر صيانة معتمد,WorkOrderId,"VehicleId,AssignedUserId","WorkOrderNo varchar(40); VehicleId bigint; Status varchar(20); Priority varchar(20); IssuedAt datetime; DueAt datetime; StartedAt datetime; CompletedAt datetime; StartOdometer decimal(18,1); CompletionOdometer decimal(18,1); RepairSiteId bigint; TotalCost decimal(18,2)",UQ(WorkOrderNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-066,66,MaintenanceJobs,مهام الصيانة,MNT,المهام داخل الأمر,MaintenanceJobId,WorkOrderId,"JobCode varchar(40); JobName varchar(250); Status varchar(20); LaborHours decimal(18,2); LaborCost decimal(18,2); PartsCost decimal(18,2); CompletedAt datetime","IDX(WorkOrderId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-067,67,FuelEntries,قيود الوقود,MNT,تسجيل تعبئة الوقود,FuelEntryId,"VehicleId,DriverId","VehicleId bigint; DriverId bigint; FuelType varchar(20); Quantity decimal(18,3); UnitPrice decimal(18,4); TotalAmount decimal(18,2); Odometer decimal(18,1); StationName varchar(200); Latitude decimal(10,7); Longitude decimal(10,7); PhotoFileId bigint; FilledAt datetime","IDX(VehicleId,FilledAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-068,68,GpsPositions,مواقع GPS,OPS,موقع دوري للمركبة/السائق,GpsPositionId,"VehicleId,DriverId","VehicleId bigint; DriverId bigint; Latitude decimal(10,7); Longitude decimal(10,7); Speed decimal(10,2); Heading decimal(10,2); Accuracy decimal(10,2); RecordedAt datetime; Source varchar(20)","IDX(VehicleId,RecordedAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-069,69,TrackingEvents,أحداث التتبع,OPS,أحداث وصول/مغادرة/انحراف/توقف,TrackingEventId,"VehicleId,DriverId","EntityType varchar(30); EntityId bigint; EventType varchar(40); Latitude decimal(10,7); Longitude decimal(10,7); EventAt datetime; PayloadJson longtext","IDX(EntityType,EntityId,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-070,70,Geofences,السياج الجغرافي,OPS,حدود جغرافية,GeofenceId,"CompanyId,BranchId",Name varchar(200); GeofenceType varchar(30); GeoJson longtext; Status tinyint,Spatial index,LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-071,71,Payments,المدفوعات,FIN,حركات الدفع,PaymentId,PartyId,"PaymentNo varchar(40); PartyId bigint; PaymentMethodId bigint; CurrencyId bigint; Amount decimal(18,2); PaymentDate datetime; Reference varchar(200); Status varchar(20)",UQ(PaymentNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-072,72,PaymentAllocations,تخصيصات المدفوعات,FIN,ربط دفعة بطلب/تذكرة/بوليصة,PaymentAllocationId,PaymentId,"PaymentId bigint; TargetType varchar(30); TargetId bigint; AllocatedAmount decimal(18,2); AllocatedAt datetime; UnallocatedAt datetime; Status varchar(20)","IDX(TargetType,TargetId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-073,73,CashCollections,التحصيلات النقدية,FIN,تحصيلات السائق/الموظف,CashCollectionId,"DriverId,PaymentId","CollectionNo varchar(40); DriverId bigint; SourceType varchar(30); SourceId bigint; CurrencyId bigint; Amount decimal(18,2); CollectedAt datetime; CustodyStatus varchar(20)",UQ(CollectionNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-074,74,DriverCustodies,عهد السائقين,FIN,رصيد عهدة السائق,DriverCustodyId,DriverId,"DriverId bigint; CurrencyId bigint; OpeningAmount decimal(18,2); CollectedAmount decimal(18,2); DepositedAmount decimal(18,2); OutstandingAmount decimal(18,2); LastUpdatedAt datetime","UQ(DriverId,CurrencyId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-075,75,DriverSettlements,تسويات السائقين,FIN,تسوية مالية دورية,DriverSettlementId,"DriverId,BranchId","SettlementNo varchar(40); DriverId bigint; BranchId bigint; FromDate datetime; ToDate datetime; GrossEarnings decimal(18,2); Deductions decimal(18,2); CustodyDue decimal(18,2); NetPayable decimal(18,2); Status varchar(20)",UQ(SettlementNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-076,76,DriverSettlementLines,بنود تسوية السائق,FIN,تفاصيل استحقاقات وتحويلات وخصومات السائق ضمن التسوية,DriverSettlementLineId,DriverSettlementId,"DriverSettlementId bigint; ReferenceType varchar(30); ReferenceId bigint; LineType varchar(30); Amount decimal(18,2); CurrencyId bigint; Notes varchar(500)","IDX(DriverSettlementId,LineType)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-077,77,Refunds,الاستردادات العامة,FIN,استرداد خدمة/طلب/تذكرة,RefundId,PaymentId,"RefundNo varchar(40); SourceType varchar(30); SourceId bigint; PaymentId bigint; GrossAmount decimal(18,2); FeeAmount decimal(18,2); NetRefund decimal(18,2); ReasonCode varchar(40); Status varchar(20)",UQ(RefundNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-078,78,ApprovalRequests,طلبات الموافقة,PLT,مسار الموافقات,ApprovalRequestId,RequestedByUserId,EntityType varchar(30); EntityId bigint; WorkflowCode varchar(50); CurrentLevel int; Status varchar(20); RequestedAt datetime; CompletedAt datetime,"IDX(EntityType,EntityId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-079,79,Notifications,الإشعارات,PLT,الإشعارات العامة,NotificationId,-,Type varchar(30); Title varchar(250); Body longtext; ReferenceType varchar(30); ReferenceId bigint; Priority varchar(20); CreatedAt datetime,"IDX(ReferenceType,ReferenceId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-080,80,Files,الملفات والمرفقات,PLT,Metadata للمرفقات,FileId,UploadedByUserId,FileName varchar(300); ContentType varchar(100); StorageKey varchar(500); SizeBytes bigint; Sha256 varchar(64); UploadedAt datetime,IDX(Sha256),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-081,81,FiscalYears,السنوات المالية,ACC,السنوات المالية,FiscalYearId,CompanyId,CompanyId bigint; Code varchar(20); StartDate date; EndDate date; Status varchar(20),"UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-082,82,FiscalPeriods,الفترات المالية,ACC,الفترات وحالات الإقفال,FiscalPeriodId,FiscalYearId,FiscalYearId bigint; PeriodNo int; Name varchar(80); StartDate date; EndDate date; GLStatus varchar(20); APStatus varchar(20); ARStatus varchar(20),"UQ(FiscalYearId,PeriodNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-083,83,Currencies,العملات,ACC,معجم العملات العالمي,CurrencyId,-,ISOCode char(3); NameAr varchar(120); NameEn varchar(120); DecimalPlaces int; Status tinyint,UQ(ISOCode),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-084,84,ExchangeRates,أسعار الصرف,ACC,أسعار العملات الفعالة,ExchangeRateId,CurrencyId,"CurrencyId bigint; RateType varchar(30); EffectiveDate date; Rate decimal(24,10); ScopeType varchar(20); ScopeId bigint","UQ(CurrencyId,RateType,EffectiveDate,ScopeType,ScopeId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-085,85,ChartOfAccounts,دليل الحسابات,ACC,شجرة الحسابات,AccountId,"ParentAccountId,CurrencyId",Code varchar(50); NameAr varchar(250); NameEn varchar(250); ParentAccountId bigint; AccountType varchar(30); NormalSide varchar(10); IsPostable bit; CurrencyId bigint; Status tinyint,UQ(Code),LEGACY_REGISTERED,W1-P1-009,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-086,86,CostCenters,مراكز التكلفة,ACC,هيكل مراكز التكلفة,CostCenterId,"ParentCostCenterId,CompanyId",CompanyId bigint; Code varchar(40); NameAr varchar(200); ParentCostCenterId bigint; Status tinyint,"UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-087,87,FinancialDimensions,الأبعاد المالية,ACC,الأبعاد والقيم المالية,DimensionValueId,CompanyId,CompanyId bigint; DimensionType varchar(40); Code varchar(40); NameAr varchar(200); Status tinyint,"UQ(CompanyId,DimensionType,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-088,88,JournalEntries,قيود اليومية,ACC,رأس القيد,JournalEntryId,"CompanyId,BranchId,FiscalPeriodId","EntryNo varchar(40); EntryDate date; SourceType varchar(50); SourceId bigint; CurrencyId bigint; Status varchar(20); TotalDebit decimal(18,2); TotalCredit decimal(18,2)","UQ(CompanyId,EntryNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-089,89,JournalEntryLines,سطور القيد,ACC,تفاصيل القيد,JournalEntryLineId,"JournalEntryId,AccountId,CostCenterId","JournalEntryId bigint; LineNo int; AccountId bigint; CostCenterId bigint; Description varchar(500); Debit decimal(18,2); Credit decimal(18,2); CurrencyId bigint; ForeignAmount decimal(18,2); ExchangeRate decimal(24,10)","UQ(JournalEntryId,LineNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-090,90,FinancialVouchers,السندات المالية,ACC,رأس سند قبض/صرف/تحويل,FinancialVoucherId,"CompanyId,BranchId,PartyId","VoucherType varchar(30); VoucherNo varchar(40); VoucherDate date; PartyId bigint; CashBankAccountId bigint; CurrencyId bigint; Amount decimal(18,2); Status varchar(20)","UQ(CompanyId,VoucherType,VoucherNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-091,91,FinancialVoucherLines,سطور السند,ACC,توزيعات السند,FinancialVoucherLineId,"FinancialVoucherId,AccountId","FinancialVoucherId bigint; LineNo int; AccountId bigint; CostCenterId bigint; Amount decimal(18,2); Description varchar(500)","UQ(FinancialVoucherId,LineNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-092,92,OpenItems,البنود المفتوحة,ACC,ذمم العملاء والموردين,OpenItemId,"PartyId,SourceDocumentId","PartyId bigint; PartyType varchar(20); SourceType varchar(30); SourceDocumentId bigint; DueDate date; CurrencyId bigint; OriginalAmount decimal(18,2); AllocatedAmount decimal(18,2); OutstandingAmount decimal(18,2); Status varchar(20)","IDX(PartyId,Status,DueDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-093,93,BankAccounts,الحسابات البنكية,ACC,حسابات البنوك,BankAccountId,"CompanyId,AccountId,CurrencyId",BankName varchar(200); AccountNo varchar(100); IBAN varchar(100); AccountId bigint; CurrencyId bigint; ReconciliationMode varchar(20); Status tinyint,"UQ(CompanyId,AccountNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-094,94,BankStatements,كشوف البنك,ACC,رأس كشف البنك,BankStatementId,BankAccountId,"BankAccountId bigint; StatementNo varchar(80); StatementDate date; OpeningBalance decimal(18,2); ClosingBalance decimal(18,2); ImportHash varchar(128); Status varchar(20)","UQ(BankAccountId,StatementNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-095,95,BankStatementLines,سطور كشف البنك,ACC,حركات كشف البنك,BankStatementLineId,BankStatementId,"BankStatementId bigint; LineNo int; TxnDate date; Reference varchar(120); Description varchar(500); Debit decimal(18,2); Credit decimal(18,2); MatchStatus varchar(20)","UQ(BankStatementId,LineNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-096,96,BankReconciliations,التسويات البنكية,ACC,دورة المطابقة البنكية,BankReconciliationId,"BankAccountId,BankStatementId","BankAccountId bigint; BankStatementId bigint; FromDate date; ToDate date; BookBalance decimal(18,2); StatementBalance decimal(18,2); Difference decimal(18,2); Status varchar(20)","IDX(BankAccountId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-097,97,BankMatches,مطابقات البنك,ACC,ربط سطر البنك بالحركة الداخلية,BankMatchId,"BankReconciliationId,BankStatementLineId","BankStatementLineId bigint; InternalTransactionType varchar(30); InternalTransactionId bigint; MatchedAmount decimal(18,2); MatchType varchar(20); Status varchar(20)",IDX(BankStatementLineId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-098,98,OpenItemAllocations,تخصيص البنود المفتوحة,ACC,ربط دفعة ببنود مفتوحة,OpenItemAllocationId,"PaymentId,OpenItemId","PaymentId bigint; OpenItemId bigint; AllocatedAmount decimal(18,2); CurrencyId bigint; AllocationDate datetime; ReversedAt datetime; Status varchar(20)","IDX(OpenItemId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-099,99,Budgets,الموازنات,ACC,رأس الموازنة,BudgetId,"CompanyId,FiscalYearId",Code varchar(40); Name varchar(200); FiscalYearId bigint; VersionNo int; Status varchar(20),"UQ(CompanyId,Code,VersionNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-100,100,BudgetLines,بنود الموازنة,ACC,مبالغ الموازنة حسب الحساب/البعد/الفترة,BudgetLineId,"BudgetId,AccountId,CostCenterId","BudgetId bigint; FiscalPeriodId bigint; AccountId bigint; CostCenterId bigint; Amount decimal(18,2); CurrencyId bigint","IDX(BudgetId,FiscalPeriodId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-101,101,FixedAssets,الأصول الثابتة,ACC,سجل الأصول,FixedAssetId,"CompanyId,AccountId","AssetNo varchar(40); Name varchar(250); AcquisitionDate date; AcquisitionCost decimal(18,2); UsefulLifeMonths int; DepreciationMethod varchar(30); LocationId bigint; Status varchar(20)","UQ(CompanyId,AssetNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-102,102,AssetMovements,حركات الأصول,ACC,إهلاك/تحويل/استبعاد,AssetMovementId,FixedAssetId,"FixedAssetId bigint; MovementType varchar(30); MovementDate date; Amount decimal(18,2); FromLocationId bigint; ToLocationId bigint; JournalEntryId bigint; Status varchar(20)","IDX(FixedAssetId,MovementDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-103,103,HSCodes,رموز HS,CUS,تصنيف السلع,HSCodeId,-,Code varchar(20); DescriptionAr varchar(500); DescriptionEn varchar(500); Unit varchar(30); RestrictionFlag bit; Status tinyint,UQ(Code),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-104,104,CustomsOffices,المكاتب الجمركية,CUS,المنافذ والمكاتب,CustomsOfficeId,ServicePointId,Code varchar(30); NameAr varchar(200); CountryCode char(2); OfficeType varchar(30); ServicePointId bigint; Status tinyint,"UQ(CountryCode,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-105,105,CustomsRegimes,الأنظمة الجمركية,CUS,أنواع الإجراءات,CustomsRegimeId,-,Code varchar(30); NameAr varchar(200); Direction varchar(20); Status tinyint,UQ(Code),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-106,106,CustomsClearanceFiles,ملفات التخليص,CUS,ملف التخليص,CustomsClearanceFileId,"PartyId,WaybillId",FileNo varchar(40); PartyId bigint; WaybillId bigint; CustomsOfficeId bigint; RegimeId bigint; OpenedAt datetime; DueDate datetime; Status varchar(30),UQ(FileNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-107,107,CustomsDeclarations,الإقرارات الجمركية,CUS,رأس الإقرار,CustomsDeclarationId,CustomsClearanceFileId,"DeclarationNo varchar(80); Direction varchar(20); SubmittedAt datetime; AcceptedAt datetime; ReleasedAt datetime; CurrencyId bigint; DeclaredValue decimal(18,2); Status varchar(30)",UQ(DeclarationNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-108,108,CustomsDeclarationLines,بنود الإقرار,CUS,سلع الإقرار,CustomsDeclarationLineId,"CustomsDeclarationId,HSCodeId","LineNo int; HSCodeId bigint; Description varchar(500); OriginCountry char(2); Qty decimal(18,3); UnitValue decimal(18,2); CustomsValue decimal(18,2); DutyAmount decimal(18,2); TaxAmount decimal(18,2)","UQ(CustomsDeclarationId,LineNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-109,109,CustomsDocuments,مستندات الجمارك,CUS,Checklist والمرفقات,CustomsDocumentId,"CustomsClearanceFileId,FileId",DocumentType varchar(40); DocumentNo varchar(100); IssueDate date; ExpiryDate date; Required bit; Verified bit; Status varchar(20),"IDX(CustomsClearanceFileId,DocumentType)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-110,110,CustomsCharges,رسوم الجمارك,CUS,الرسوم والضرائب والمصاريف,CustomsChargeId,CustomsClearanceFileId,"ChargeType varchar(40); Authority varchar(120); Amount decimal(18,2); CurrencyId bigint; DueDate date; PaymentStatus varchar(20)",IDX(CustomsClearanceFileId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-111,111,CustomsInspections,معاينات الجمارك,CUS,المعاينة ونتيجتها,CustomsInspectionId,CustomsClearanceFileId,ScheduledAt datetime; Location varchar(250); Inspector varchar(200); Result varchar(30); Notes varchar(1000); CompletedAt datetime,IDX(CustomsClearanceFileId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
