Test_ID,Family,Contract_ID,Subject,Severity,Assessment_Status,Evidence,Reason
T-W2-011-03,W2_IDEMPOTENCY,W2-P1-011,عكس القيد,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Posted_journal_is_immutable_until_reversal,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-011-04,W2_OFFLINE_AUDIT,W2-P1-011,عكس القيد,MEDIUM,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Posted_journal_is_immutable_until_reversal,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-012-01,W2_HAPPY_PATH,W2-P1-012,تسجيل سند قبض,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-012-02,W2_NEGATIVE,W2-P1-012,تسجيل سند قبض,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-012-03,W2_IDEMPOTENCY,W2-P1-012,تسجيل سند قبض,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-012-04,W2_OFFLINE_AUDIT,W2-P1-012,تسجيل سند قبض,MEDIUM,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-013-01,W2_HAPPY_PATH,W2-P1-013,تسجيل سند صرف,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-013-02,W2_NEGATIVE,W2-P1-013,تسجيل سند صرف,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-013-03,W2_IDEMPOTENCY,W2-P1-013,تسجيل سند صرف,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-013-04,W2_OFFLINE_AUDIT,W2-P1-013,تسجيل سند صرف,MEDIUM,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Voucher_rejects_non_positive_amount_and_duplicate_reference,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-014-01,W2_HAPPY_PATH,W2-P1-014,قراءة سجل التدقيق,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Audit_query_supports_action_branch_and_paging_filters,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-014-02,W2_NEGATIVE,W2-P1-014,قراءة سجل التدقيق,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Audit_query_supports_action_branch_and_paging_filters,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-014-03,W2_IDEMPOTENCY,W2-P1-014,قراءة سجل التدقيق,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Audit_query_supports_action_branch_and_paging_filters,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-014-04,W2_OFFLINE_AUDIT,W2-P1-014,قراءة سجل التدقيق,MEDIUM,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Audit_query_supports_action_branch_and_paging_filters,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-015-01,W2_HAPPY_PATH,W2-P1-015,مزامنة عمليات P1,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Sync_accepts_first_operation_repeats_same_hash_and_flags_conflict,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-015-02,W2_NEGATIVE,W2-P1-015,مزامنة عمليات P1,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Sync_accepts_first_operation_repeats_same_hash_and_flags_conflict,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-015-03,W2_IDEMPOTENCY,W2-P1-015,مزامنة عمليات P1,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Sync_accepts_first_operation_repeats_same_hash_and_flags_conflict,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W2-015-04,W2_OFFLINE_AUDIT,W2-P1-015,مزامنة عمليات P1,MEDIUM,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.Sync_accepts_first_operation_repeats_same_hash_and_flags_conflict,Behavior covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W3-001-01,W3_LOAD_STATE,W3-P1-001,تسجيل الدخول,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-001-02,W3_VALIDATION_PERMISSION,W3-P1-001,تسجيل الدخول,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-001-03,W3_STATE_ACTIONS,W3-P1-001,تسجيل الدخول,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-001-04,W3_RTL_ACCESSIBILITY,W3-P1-001,تسجيل الدخول,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-002-01,W3_LOAD_STATE,W3-P1-002,المستخدمون,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-002-02,W3_VALIDATION_PERMISSION,W3-P1-002,المستخدمون,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-002-03,W3_STATE_ACTIONS,W3-P1-002,المستخدمون,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-002-04,W3_RTL_ACCESSIBILITY,W3-P1-002,المستخدمون,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-003-01,W3_LOAD_STATE,W3-P1-003,الأدوار والصلاحيات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-003-02,W3_VALIDATION_PERMISSION,W3-P1-003,الأدوار والصلاحيات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-003-03,W3_STATE_ACTIONS,W3-P1-003,الأدوار والصلاحيات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-003-04,W3_RTL_ACCESSIBILITY,W3-P1-003,الأدوار والصلاحيات,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-004-01,W3_LOAD_STATE,W3-P1-004,المؤسسات والفروع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-004-02,W3_VALIDATION_PERMISSION,W3-P1-004,المؤسسات والفروع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-004-03,W3_STATE_ACTIONS,W3-P1-004,المؤسسات والفروع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-004-04,W3_RTL_ACCESSIBILITY,W3-P1-004,المؤسسات والفروع,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-005-01,W3_LOAD_STATE,W3-P1-005,الإعدادات العامة,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-005-02,W3_VALIDATION_PERMISSION,W3-P1-005,الإعدادات العامة,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-005-03,W3_STATE_ACTIONS,W3-P1-005,الإعدادات العامة,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-005-04,W3_RTL_ACCESSIBILITY,W3-P1-005,الإعدادات العامة,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-006-01,W3_LOAD_STATE,W3-P1-006,إعدادات المؤسسة والفرع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-006-02,W3_VALIDATION_PERMISSION,W3-P1-006,إعدادات المؤسسة والفرع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-006-03,W3_STATE_ACTIONS,W3-P1-006,إعدادات المؤسسة والفرع,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-006-04,W3_RTL_ACCESSIBILITY,W3-P1-006,إعدادات المؤسسة والفرع,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-007-01,W3_LOAD_STATE,W3-P1-007,دليل الحسابات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-007-02,W3_VALIDATION_PERMISSION,W3-P1-007,دليل الحسابات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-007-03,W3_STATE_ACTIONS,W3-P1-007,دليل الحسابات,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-007-04,W3_RTL_ACCESSIBILITY,W3-P1-007,دليل الحسابات,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-008-01,W3_LOAD_STATE,W3-P1-008,الفترات والعملات والأبعاد,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-008-02,W3_VALIDATION_PERMISSION,W3-P1-008,الفترات والعملات والأبعاد,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-008-03,W3_STATE_ACTIONS,W3-P1-008,الفترات والعملات والأبعاد,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-008-04,W3_RTL_ACCESSIBILITY,W3-P1-008,الفترات والعملات والأبعاد,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-009-01,W3_LOAD_STATE,W3-P1-009,القيود اليومية,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-009-02,W3_VALIDATION_PERMISSION,W3-P1-009,القيود اليومية,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.W3_journal_screen_state_enforces_workflow_and_permission,Specific acceptance behavior is covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W3-009-03,W3_STATE_ACTIONS,W3-P1-009,القيود اليومية,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.W3_journal_screen_state_enforces_workflow_and_permission,Specific acceptance behavior is covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W3-009-04,W3_RTL_ACCESSIBILITY,W3-P1-009,القيود اليومية,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-010-01,W3_LOAD_STATE,W3-P1-010,سندات القبض والصرف,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-010-02,W3_VALIDATION_PERMISSION,W3-P1-010,سندات القبض والصرف,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-010-03,W3_STATE_ACTIONS,W3-P1-010,سندات القبض والصرف,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-010-04,W3_RTL_ACCESSIBILITY,W3-P1-010,سندات القبض والصرف,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-011-01,W3_LOAD_STATE,W3-P1-011,سجل التدقيق,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-011-02,W3_VALIDATION_PERMISSION,W3-P1-011,سجل التدقيق,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-011-03,W3_STATE_ACTIONS,W3-P1-011,سجل التدقيق,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-011-04,W3_RTL_ACCESSIBILITY,W3-P1-011,سجل التدقيق,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-012-01,W3_LOAD_STATE,W3-P1-012,حالة المزامنة,HIGH,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-W3-012-02,W3_VALIDATION_PERMISSION,W3-P1-012,حالة المزامنة,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.W3_sync_screen_state_supports_offline_retry_resolution_and_permission,Specific acceptance behavior is covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W3-012-03,W3_STATE_ACTIONS,W3-P1-012,حالة المزامنة,HIGH,PASS_BASELINE_BEHAVIOR,P1InMemoryBaselineBehaviorTests.W3_sync_screen_state_supports_offline_retry_resolution_and_permission,Specific acceptance behavior is covered by the provider-neutral in-memory baseline and passed by dotnet test.
T-W3-012-04,W3_RTL_ACCESSIBILITY,W3-P1-012,حالة المزامنة,MEDIUM,BLOCKED_NOT_IMPLEMENTED,,No executable provider-neutral implementation exists yet for this contract/scenario.
T-SYNC-001,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage5OfflineEndToEndPostgreSqlTests.Encrypted_outbox_reopens_then_nonce_batch_worker_and_status_replay_reach_succeeded,Exact implementation SHA b9788d5; run 33024451748; Core 514/514 and Offline 56/56; DB/result/audit assertions; independent read-only review complete.
T-SYNC-002,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage5OfflineEndToEndPostgreSqlTests.Lost_response_after_acceptance_replays_stable_business_identity_without_duplicate_effect,Exact implementation SHA b9788d5; timeout replay uses fresh attempt proof and produces no duplicate business effect.
T-SYNC-003,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4G4HttpNegativePostgreSqlTests.T_SYNC_003_signed_request_with_mismatched_payload_hash_is_rejected_audited_and_has_no_business_effect,Exact implementation SHA b9788d5; HASH_MISMATCH plus audit and zero business effect.
T-SYNC-004,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4G4HttpNegativePostgreSqlTests.T_SYNC_004_cross_company_cross_branch_and_missing_party_references_are_indistinguishable_and_replay_safe,Exact implementation SHA b9788d5; SCOPE_DENIED is uniform and replay cannot bypass scope.
T-SYNC-005,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4SyncRuntimePostgreSqlTests.Stale_base_version_becomes_atomic_typed_conflict_then_keep_server_resolves_it,Exact implementation SHA b9788d5; typed conflict and atomic audited resolution without silent overwrite.
T-SYNC-006,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4G4HttpNegativePostgreSqlTests.T_SYNC_006_posting_and_unavailable_accounting_actions_are_rejected_before_enqueue_and_audited,Exact implementation SHA b9788d5; posting/finalization remains Online-only and rejection is audited.
T-SYNC-007,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4SyncRuntimePostgreSqlTests.Actual_rate_limited_failures_alone_consume_budget_and_exhaustion_clears_claim,Exact implementation SHA b9788d5; independent counters governed backoff exact exhaustion and no replay counter increment.
T-SYNC-008,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4SyncConflictResolutionPostgreSqlTests.Concurrent_reapply_resolvers_create_exactly_one_replacement_and_one_resolution_audit,Exact implementation SHA b9788d5; permission-bound idempotent KEEP_SERVER/REAPPLY and redacted review.
T-SYNC-009,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,Stage4G4ServerClosurePostgreSqlTests.Distinct_operations_for_same_entity_and_base_version_converge_to_success_and_conflict,Exact implementation SHA b9788d5; concurrent aggregate mutations converge to one success and one explicit conflict.
T-SYNC-010,SYNC,W1-P1-017/W2-P1-015/W3-P1-012,المزامنة,HIGH,PASS_EXACT_SHA_CI,OfflineOperationStoreTests.Expired_sending_lease_is_recovered_after_restart_with_new_attempt_identity,Exact implementation SHA b9788d5; encrypted outbox reopens after restart with stable business identity and no duplicate send; Android restart evidence also passed.
